phrog_id	phrog	annot	category
26968	phrog_26968	NA	unknown function
26969	phrog_26969	NA	unknown function
26970	phrog_26970	major head protein	head and packaging
26971	phrog_26971	NA	unknown function
26972	phrog_26972	NA	unknown function
26973	phrog_26973	NA	unknown function
26974	phrog_26974	NA	unknown function
26975	phrog_26975	NA	unknown function
26976	phrog_26976	NA	unknown function
26977	phrog_26977	NA	unknown function
26978	phrog_26978	NA	unknown function
26979	phrog_26979	NA	unknown function
26980	phrog_26980	NA	unknown function
26981	phrog_26981	NA	unknown function
26982	phrog_26982	NA	unknown function
26983	phrog_26983	NA	unknown function
26984	phrog_26984	NA	unknown function
26985	phrog_26985	NA	unknown function
26986	phrog_26986	NA	unknown function
26987	phrog_26987	NA	unknown function
26988	phrog_26988	NA	unknown function
26989	phrog_26989	NA	unknown function
26990	phrog_26990	NA	unknown function
26991	phrog_26991	NA	unknown function
26992	phrog_26992	NA	unknown function
26993	phrog_26993	NA	unknown function
26994	phrog_26994	NA	unknown function
26995	phrog_26995	NA	unknown function
26996	phrog_26996	NA	unknown function
26997	phrog_26997	NA	unknown function
26998	phrog_26998	NA	unknown function
26999	phrog_26999	tail assembly protein	tail
27000	phrog_27000	NA	unknown function
27001	phrog_27001	NA	unknown function
27002	phrog_27002	NA	unknown function
27003	phrog_27003	NA	unknown function
27004	phrog_27004	NA	unknown function
27005	phrog_27005	NA	unknown function
27006	phrog_27006	NA	unknown function
27007	phrog_27007	NA	unknown function
27008	phrog_27008	NA	unknown function
27009	phrog_27009	NA	unknown function
27010	phrog_27010	NA	unknown function
27011	phrog_27011	head closure Hc2	connector
27012	phrog_27012	NA	unknown function
27013	phrog_27013	NA	unknown function
27014	phrog_27014	NA	unknown function
27015	phrog_27015	NA	unknown function
27016	phrog_27016	NA	unknown function
27017	phrog_27017	NA	unknown function
27018	phrog_27018	NA	unknown function
27019	phrog_27019	NA	unknown function
27020	phrog_27020	NA	unknown function
27021	phrog_27021	NA	unknown function
27022	phrog_27022	NA	unknown function
27023	phrog_27023	NA	unknown function
27024	phrog_27024	NA	unknown function
27025	phrog_27025	NA	unknown function
27026	phrog_27026	NA	unknown function
27027	phrog_27027	NA	unknown function
27028	phrog_27028	endonuclease	DNA, RNA and nucleotide metabolism
27029	phrog_27029	NA	unknown function
27030	phrog_27030	NA	unknown function
27031	phrog_27031	NA	unknown function
27032	phrog_27032	NA	unknown function
27033	phrog_27033	NA	unknown function
27034	phrog_27034	NA	unknown function
27035	phrog_27035	NA	unknown function
27036	phrog_27036	NA	unknown function
27037	phrog_27037	NA	unknown function
27038	phrog_27038	NA	unknown function
27039	phrog_27039	NA	unknown function
27040	phrog_27040	NA	unknown function
27041	phrog_27041	NA	unknown function
27042	phrog_27042	NA	unknown function
27043	phrog_27043	NA	unknown function
27044	phrog_27044	NA	unknown function
27045	phrog_27045	NA	unknown function
27046	phrog_27046	NA	unknown function
27047	phrog_27047	NA	unknown function
27048	phrog_27048	NA	unknown function
27049	phrog_27049	NA	unknown function
27050	phrog_27050	NA	unknown function
27051	phrog_27051	NA	unknown function
27052	phrog_27052	NA	unknown function
27053	phrog_27053	NA	unknown function
27054	phrog_27054	NA	unknown function
27055	phrog_27055	NA	unknown function
27056	phrog_27056	NA	unknown function
27057	phrog_27057	NA	unknown function
27058	phrog_27058	NA	unknown function
27059	phrog_27059	NA	unknown function
27060	phrog_27060	NA	unknown function
27061	phrog_27061	NA	unknown function
27062	phrog_27062	NA	unknown function
27063	phrog_27063	pilot protein for DNA ejection	tail
27064	phrog_27064	NA	unknown function
27065	phrog_27065	NA	unknown function
27066	phrog_27066	NA	unknown function
27067	phrog_27067	NA	unknown function
27068	phrog_27068	NA	unknown function
27069	phrog_27069	NA	unknown function
27070	phrog_27070	NA	unknown function
27071	phrog_27071	NA	unknown function
27072	phrog_27072	NA	unknown function
27073	phrog_27073	NA	unknown function
27074	phrog_27074	NA	unknown function
27075	phrog_27075	NA	unknown function
27076	phrog_27076	NA	unknown function
27077	phrog_27077	NA	unknown function
27078	phrog_27078	NA	unknown function
27079	phrog_27079	NA	unknown function
27080	phrog_27080	NA	unknown function
27081	phrog_27081	NA	unknown function
27082	phrog_27082	NA	unknown function
27083	phrog_27083	NA	unknown function
27084	phrog_27084	NA	unknown function
27085	phrog_27085	NA	unknown function
27086	phrog_27086	NA	unknown function
27087	phrog_27087	NA	unknown function
27088	phrog_27088	NA	unknown function
27089	phrog_27089	NA	unknown function
27090	phrog_27090	NA	unknown function
27091	phrog_27091	NA	unknown function
27092	phrog_27092	NA	unknown function
27093	phrog_27093	NA	unknown function
27094	phrog_27094	NA	unknown function
27095	phrog_27095	NA	unknown function
27096	phrog_27096	NA	unknown function
27097	phrog_27097	NA	unknown function
27098	phrog_27098	NA	unknown function
27099	phrog_27099	NA	unknown function
27100	phrog_27100	NA	unknown function
27101	phrog_27101	NA	unknown function
27102	phrog_27102	NA	unknown function
27103	phrog_27103	NA	unknown function
27104	phrog_27104	NA	unknown function
27105	phrog_27105	NA	unknown function
27106	phrog_27106	NA	unknown function
27107	phrog_27107	NA	unknown function
27108	phrog_27108	NA	unknown function
27109	phrog_27109	NA	unknown function
27110	phrog_27110	NA	unknown function
27111	phrog_27111	NA	unknown function
27112	phrog_27112	NA	unknown function
27113	phrog_27113	NA	unknown function
27114	phrog_27114	NA	unknown function
27115	phrog_27115	NA	unknown function
27116	phrog_27116	NA	unknown function
27117	phrog_27117	NA	unknown function
27118	phrog_27118	NA	unknown function
27119	phrog_27119	virion structural protein	head and packaging
27120	phrog_27120	NA	unknown function
27121	phrog_27121	NA	unknown function
27122	phrog_27122	NA	unknown function
27123	phrog_27123	NA	unknown function
27124	phrog_27124	NA	unknown function
27125	phrog_27125	NA	unknown function
27126	phrog_27126	neck protein	connector
27127	phrog_27127	NA	unknown function
27128	phrog_27128	NA	unknown function
27129	phrog_27129	NA	unknown function
27130	phrog_27130	tail protein	tail
27131	phrog_27131	NA	unknown function
27132	phrog_27132	NA	unknown function
27133	phrog_27133	NA	unknown function
27134	phrog_27134	NA	unknown function
27135	phrog_27135	NA	unknown function
27136	phrog_27136	NA	unknown function
27137	phrog_27137	NA	unknown function
27138	phrog_27138	NA	unknown function
27139	phrog_27139	NA	unknown function
27140	phrog_27140	NA	unknown function
27141	phrog_27141	NA	unknown function
27142	phrog_27142	Fe-S-cluster redox domain-containing	other
27143	phrog_27143	NA	unknown function
27144	phrog_27144	NA	unknown function
27145	phrog_27145	NA	unknown function
27146	phrog_27146	NA	unknown function
27147	phrog_27147	NA	unknown function
27148	phrog_27148	NA	unknown function
27149	phrog_27149	NA	unknown function
27150	phrog_27150	NA	unknown function
27151	phrog_27151	NA	unknown function
27152	phrog_27152	NA	unknown function
27153	phrog_27153	NA	unknown function
27154	phrog_27154	NA	unknown function
27155	phrog_27155	NA	unknown function
27156	phrog_27156	tail spike protein	tail
27157	phrog_27157	NA	unknown function
27158	phrog_27158	virion structural protein	head and packaging
27159	phrog_27159	NA	unknown function
27160	phrog_27160	NA	unknown function
27161	phrog_27161	NA	unknown function
27162	phrog_27162	NA	unknown function
27163	phrog_27163	NA	unknown function
27164	phrog_27164	NA	unknown function
27165	phrog_27165	NA	unknown function
27166	phrog_27166	tail length tape measure protein	tail
27167	phrog_27167	NA	unknown function
27168	phrog_27168	NA	unknown function
27169	phrog_27169	NA	unknown function
27170	phrog_27170	NA	unknown function
27171	phrog_27171	hydrolase	other
27172	phrog_27172	NA	unknown function
27173	phrog_27173	NA	unknown function
27174	phrog_27174	NA	unknown function
27175	phrog_27175	transposase	integration and excision
27176	phrog_27176	toxin	moron, auxiliary metabolic gene and host takeover
27177	phrog_27177	NA	unknown function
27178	phrog_27178	NA	unknown function
27179	phrog_27179	NA	unknown function
27180	phrog_27180	NA	unknown function
27181	phrog_27181	NA	unknown function
27182	phrog_27182	NA	unknown function
27183	phrog_27183	NA	unknown function
27184	phrog_27184	NA	unknown function
27185	phrog_27185	NA	unknown function
27186	phrog_27186	NA	unknown function
27187	phrog_27187	NA	unknown function
27188	phrog_27188	NA	unknown function
27189	phrog_27189	NA	unknown function
27190	phrog_27190	tail length tape measure protein	tail
27191	phrog_27191	DNA polymerase	DNA, RNA and nucleotide metabolism
27192	phrog_27192	NA	unknown function
27193	phrog_27193	NA	unknown function
27194	phrog_27194	NA	unknown function
27195	phrog_27195	NA	unknown function
27196	phrog_27196	NA	unknown function
27197	phrog_27197	NA	unknown function
27198	phrog_27198	NA	unknown function
27199	phrog_27199	tail protein	tail
27200	phrog_27200	NA	unknown function
27201	phrog_27201	NA	unknown function
27202	phrog_27202	NA	unknown function
27203	phrog_27203	NA	unknown function
27204	phrog_27204	NA	unknown function
27205	phrog_27205	NA	unknown function
27206	phrog_27206	NA	unknown function
27207	phrog_27207	NA	unknown function
27208	phrog_27208	NA	unknown function
27209	phrog_27209	NA	unknown function
27210	phrog_27210	NA	unknown function
27211	phrog_27211	NA	unknown function
27212	phrog_27212	NA	unknown function
27213	phrog_27213	NA	unknown function
27214	phrog_27214	NA	unknown function
27215	phrog_27215	NA	unknown function
27216	phrog_27216	NA	unknown function
27217	phrog_27217	NA	unknown function
27218	phrog_27218	NA	unknown function
27219	phrog_27219	NA	unknown function
27220	phrog_27220	NA	unknown function
27221	phrog_27221	NA	unknown function
27222	phrog_27222	NA	unknown function
27223	phrog_27223	NA	unknown function
27224	phrog_27224	NA	unknown function
27225	phrog_27225	NA	unknown function
27226	phrog_27226	NA	unknown function
27227	phrog_27227	NA	unknown function
27228	phrog_27228	NA	unknown function
27229	phrog_27229	NA	unknown function
27230	phrog_27230	NA	unknown function
27231	phrog_27231	NA	unknown function
27232	phrog_27232	NA	unknown function
27233	phrog_27233	NA	unknown function
27234	phrog_27234	NA	unknown function
27235	phrog_27235	NA	unknown function
27236	phrog_27236	NA	unknown function
27237	phrog_27237	NA	unknown function
27238	phrog_27238	radical SAM domain-containing protein	other
27239	phrog_27239	major head protein	head and packaging
27240	phrog_27240	NA	unknown function
27241	phrog_27241	NA	unknown function
27242	phrog_27242	NA	unknown function
27243	phrog_27243	NA	unknown function
27244	phrog_27244	NA	unknown function
27245	phrog_27245	NA	unknown function
27246	phrog_27246	NA	unknown function
27247	phrog_27247	NA	unknown function
27248	phrog_27248	NA	unknown function
27249	phrog_27249	NA	unknown function
27250	phrog_27250	NA	unknown function
27251	phrog_27251	NA	unknown function
27252	phrog_27252	NA	unknown function
27253	phrog_27253	NA	unknown function
27254	phrog_27254	NA	unknown function
27255	phrog_27255	NA	unknown function
27256	phrog_27256	NA	unknown function
27257	phrog_27257	terminase small subunit	head and packaging
27258	phrog_27258	NA	unknown function
27259	phrog_27259	NA	unknown function
27260	phrog_27260	NA	unknown function
27261	phrog_27261	NA	unknown function
27262	phrog_27262	NA	unknown function
27263	phrog_27263	NA	unknown function
27264	phrog_27264	NA	unknown function
27265	phrog_27265	NA	unknown function
27266	phrog_27266	NA	unknown function
27267	phrog_27267	NA	unknown function
27268	phrog_27268	NA	unknown function
27269	phrog_27269	NA	unknown function
27270	phrog_27270	NA	unknown function
27271	phrog_27271	NA	unknown function
27272	phrog_27272	NA	unknown function
27273	phrog_27273	NA	unknown function
27274	phrog_27274	NA	unknown function
27275	phrog_27275	NA	unknown function
27276	phrog_27276	NA	unknown function
27277	phrog_27277	tail spike protein	tail
27278	phrog_27278	NA	unknown function
27279	phrog_27279	NA	unknown function
27280	phrog_27280	NA	unknown function
27281	phrog_27281	NA	unknown function
27282	phrog_27282	NA	unknown function
27283	phrog_27283	NA	unknown function
27284	phrog_27284	NA	unknown function
27285	phrog_27285	NA	unknown function
27286	phrog_27286	NA	unknown function
27287	phrog_27287	NA	unknown function
27288	phrog_27288	NA	unknown function
27289	phrog_27289	NA	unknown function
27290	phrog_27290	NA	unknown function
27291	phrog_27291	NA	unknown function
27292	phrog_27292	NA	unknown function
27293	phrog_27293	NA	unknown function
27294	phrog_27294	NA	unknown function
27295	phrog_27295	NA	unknown function
27296	phrog_27296	NA	unknown function
27297	phrog_27297	NA	unknown function
27298	phrog_27298	NA	unknown function
27299	phrog_27299	NA	unknown function
27300	phrog_27300	NA	unknown function
27301	phrog_27301	NA	unknown function
27302	phrog_27302	NA	unknown function
27303	phrog_27303	NA	unknown function
27304	phrog_27304	NA	unknown function
27305	phrog_27305	NA	unknown function
27306	phrog_27306	NA	unknown function
27307	phrog_27307	NA	unknown function
27308	phrog_27308	NA	unknown function
27309	phrog_27309	S-adenosylmethionine decarboxylase	other
27310	phrog_27310	NA	unknown function
27311	phrog_27311	NA	unknown function
27312	phrog_27312	NA	unknown function
27313	phrog_27313	NA	unknown function
27314	phrog_27314	NA	unknown function
27315	phrog_27315	NA	unknown function
27316	phrog_27316	NA	unknown function
27317	phrog_27317	NA	unknown function
27318	phrog_27318	NA	unknown function
27319	phrog_27319	NA	unknown function
27320	phrog_27320	NA	unknown function
27321	phrog_27321	NA	unknown function
27322	phrog_27322	NA	unknown function
27323	phrog_27323	NA	unknown function
27324	phrog_27324	NA	unknown function
27325	phrog_27325	NA	unknown function
27326	phrog_27326	NA	unknown function
27327	phrog_27327	NA	unknown function
27328	phrog_27328	NA	unknown function
27329	phrog_27329	NA	unknown function
27330	phrog_27330	NA	unknown function
27331	phrog_27331	NA	unknown function
27332	phrog_27332	NA	unknown function
27333	phrog_27333	NA	unknown function
27334	phrog_27334	NA	unknown function
